code,name,location,nirf2025,cutoffs,fees,accreditation,establishment,affiliation,placements,branches_current_year
AIO1,Apollo Institute of Medical Sciences,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
BMC,Bhaskar Medical College,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
CAR,Chalmeda Anand Rao Institute of Medical Sciences,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
KIO1,Kamineni Institute of Medical Sciences,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
KAOM,Kamineni Academy of Medical Sciences,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
MRIO,Malla Reddy Institute of Medical Sciences,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
MRW,Malla Reddy Medical College for Women,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
MMC,Mamata Medical College,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
MAOM,Mamata Academy of Medical Sciences,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
MIO1,Mediciti Institute of Medical Sciences,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
MMC1,MNR Medical College,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
PIO1,Prathima Institute of Medical Sciences,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
RIOM,RVM Institute of Medical Sciences,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
SMC2,SVS Medical College,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
DCOM,Deccan College of Medical Sciences,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
SIOM,Shadan Institute of Medical Sciences,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
CIOM,CMR Institute of Medical Sciences,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
TIOM,TRR Institute of Medical Sciences,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
SIO1,Surabhi Institute of Medical Sciences,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
CASR,"College of Agricultural Engineering, Sangareddy",2025 official district checked,no current rank asserted,2025 TG final checked; other years not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
CDTK,"College of Dairy Technology, Kamareddy",2025 official district checked,no current rank asserted,2025 TG final checked; other years not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
CFSR,"College of Food Science and Technology, Rudrur",2025 official district checked,no current rank asserted,2025 TG final checked; other years not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
CIPH,Chaitanya Institute of Pharmaceutical Sciences,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
DRKC,DRK College of Engineering and Technology,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
GATP,Gate Institute of Pharmaceutical Sciences,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
GBNP,Gurram Balanarsaiah Institute of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
GNPT,Ganapathi Engineering College,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
HIPS,Hetero Institute of Pharmaceutical Sciences,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
JJPM,JJ College of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
JNMB,"JNTUH University College of Engineering, Mahabubabad",2025 official district checked,no current rank asserted,2025 TG final checked; other years not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
JNPASF,JNAFAU School of Planning and Architecture — Self Finance,2025 official district checked,no current rank asserted,2025 TG final checked; other years not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
JNPL,"JNTUH University College of Engineering, Palair",2025 official district checked,no current rank asserted,2025 TG final checked; other years not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
JNTHMT,JNTUH College of Engineering — 5 Year Integrated M.Tech (Self Finance),2025 official district checked,no current rank asserted,2025 TG final checked; other years not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
JNTHSF,"JNTUH College of Engineering, Hyderabad — Self Finance",not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
JNTPSF,"JNTUH University College of Pharmaceutical Sciences, Sultanpur — Self Finance",not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
JNTR,"JNTUH University College of Engineering, Rajanna Sircilla",2025 official district checked,no current rank asserted,2025 TG final checked; other years not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
JNWN,"JNTUH University College of Engineering, Wanaparthy",2025 official district checked,no current rank asserted,2025 TG final checked; other years not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
KGRR,KGR Institute of Technology and Management,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
KMTS,Khammam Institute of Technology and Sciences,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
KSGI,"Government Engineering College, Kosgi",2025 official district checked,no current rank asserted,2025 TG final checked; other years not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
KUCE,"Kakatiya University College of Engineering, Kothagudem",not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
KUCESF,"Kakatiya University College of Engineering, Kothagudem — Self Finance",not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
KUEWSF,"University College of Engineering and Technology for Women, KU Campus",2025 official district checked,no current rank asserted,2025 TG final checked; other years not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
KUWL,"KU College of Engineering and Technology, Warangal",2025 official district checked,no current rank asserted,2025 TG final checked; other years not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
MGUNSF,"MGU College of Engineering and Technology, Nalgonda",2025 official district checked,no current rank asserted,2025 TG final checked; other years not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
MIPK,"Mohammadiya Institute of Pharmacy, Khammam",not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
MIPM,Moonray Institute of Pharmaceutical Sciences,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
MLRP,Marri Laxman Reddy Institute of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
MNRT,MNR College of Engineering and Technology,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
MREC,Malla Reddy Engineering College,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
MREW,Malla Reddy College of Engineering for Women,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
MRIT,Malla Reddy Institute of Technology and Science,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
OUCESF,Osmania University College of Engineering — Self Finance,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
OUCT,Osmania University College of Technology,2025 official district checked,no current rank asserted,2025 TG final checked; other years not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
OUCTSF,Osmania University College of Technology — Self Finance,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
PATH,Pathfinder Institute of Pharmacy Education and Research,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
PNRP,Pratab Narendar Reddy College of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
SIPC,Siddhartha Institute of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
SRSP,Sri Ranganayaka Swamy College of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
TEJA,Teja College of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
VSLP,Vatsalya College of Pharmacy,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
VVKN,Vivekananda Institute of Technology and Science,not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
WITS,Warangal Institute of Technology and Science,2025 official district checked,no current rank asserted,2025 TG final checked; other years not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
JNTPH,"JNTUH University College of Pharmaceutical Sciences, Sultanpur",not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
IITH,Indian Institute of Technology Hyderabad (IITH),not reverified,2025 listing checked,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
NITW,"National Institute of Technology, Warangal (NITW)",not reverified,2025 listing checked,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
IITP,Indian Institute of Technology Tirupati (IITTP),not reverified,2025 listing checked,not reverified,not reverified,not reverified,not reverified,not reverified,NIRF 2023-24 summary checked; headline not reverified,not reverified
UOHE,University of Hyderabad — School of Engineering,not reverified,2025 listing checked,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
NITA,"National Institute of Technology, Andhra Pradesh (NIT AP)",not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
IIIS,"Indian Institute of Information Technology, Sri City (IIITS)",not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
IIDK,"Indian Institute of Information Technology, Design and Manufacturing, Kurnool (IIITDM)",not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
IIPE,Indian Institute of Petroleum and Energy (IIPE),not reverified,no current rank asserted,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified,not reverified
